track_name,track_artist,track_popularity,track_album_release_date,danceability,energy,acousticness,liveness
Famous Hoes,NLE Choppa,80,10/12/19,0.732,0.627,0.346,0.261
What I Please (feat. Denzel Curry),Smokepurpp,74,11/12/19,0.803,0.709,0.0352,0.122
U Played (feat. Lil Baby),Moneybagg Yo,73,3/1/20,0.876,0.847,0.00335,0.293
Make No Sense,YoungBoy Never Broke Again,84,11/10/19,0.876,0.733,0.0208,0.0999
"Camelot (feat. Yo Gotti, BlocBoy JB & Moneybagg Yo) - Remix",NLE Choppa,77,6/12/19,0.79,0.88,0.324,0.0829
HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,89,27/12/19,0.559,0.491,0.0567,0.0992
6 Kiss,Trippie Redd,83,22/11/19,0.687,0.449,0.109,0.282
Immortal,21 Savage,83,31/10/19,0.741,0.87,0.00813,0.114
Bang Bang,YNW Melly,78,22/11/19,0.657,0.522,0.156,0.0811
Heart On Ice - Remix,Rod Wave,70,1/11/19,0.762,0.372,0.165,0.139
Reply (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,79,15/11/19,0.512,0.623,0.0187,0.13
That's Tuff (feat. Quavo),Rich The Kid,75,6/12/19,0.903,0.636,0.635,0.0866
G Walk (with Chris Brown),Lil Mosey,52,7/6/19,0.744,0.709,0.275,0.126
Ready Set (feat. Big Sean),Kash Doll,73,18/10/19,0.849,0.62,0.00252,0.113
Go In,Lil Tjay,78,13/12/19,0.799,0.698,0.125,0.0778
BEST ON EARTH (feat. BIA),Russ,82,18/10/19,0.568,0.764,0.217,0.0931
Take It Down (feat. Offset),Pardison Fontaine,72,15/11/19,0.917,0.494,0.0393,0.194
Big Drip,Fivio Foreign,73,13/11/19,0.814,0.661,0.186,0.163
Dior,Pop Smoke,76,26/7/19,0.548,0.805,0.212,0.408
I Think I Luv Her,Tyla Yaweh,77,27/9/19,0.902,0.608,4.56E-04,0.0621
HAD ENOUGH (feat. Quavo & Offset),Don Toliver,83,27/12/19,0.75,0.789,0.253,0.129
Follow God,Kanye West,85,25/10/19,0.529,0.9,2.48E-04,0.0426
Her,DAO,35,17/1/20,0.737,0.723,0.104,0.0979
Sunset Blvd,7apes,54,19/8/18,0.846,0.472,0.031,0.0941
Karru,FloFilz,53,8/1/20,0.764,0.438,0.241,0.106
A Moment to Bill It - Beat Edit,Summers Sons,33,17/1/20,0.733,0.244,0.538,0.58
Visit By Cap Kendricks,Funky Notes,56,3/5/19,0.525,0.729,0.339,0.538
Wasabi Terraces,Testiculo y Uno,56,18/12/19,0.808,0.245,0.177,0.706
Verbania,Wun Two,44,10/1/20,0.61,0.341,0.179,0.113
sunny,j'san,65,26/4/18,0.811,0.429,0.468,0.109
Haven,Finesse,43,7/1/20,0.687,0.188,0.687,0.0931
Triple Double,LESKY,41,15/1/20,0.73,0.219,0.0814,0.106
ballin,Knowsum,31,17/1/20,0.614,0.382,0.485,0.101
Quicky,Fractite,31,13/1/20,0.74,0.123,0.00163,0.0827
Sizedrum,Leyze,43,10/1/20,0.784,0.196,0.879,0.115
Good Morning,Green Assassin Dollar,44,9/1/20,0.751,0.425,0.894,0.0976
Earth,Beaumont,35,13/1/20,0.78,0.336,0.714,0.128
Leaves covered by snow,No Spirit,60,11/12/19,0.473,0.318,0.679,0.0844
Winter In Lofi Land,Katashi Kaitō,47,3/1/20,0.778,0.657,0.172,0.126
no stress,Oilix,15,26/2/19,0.611,0.702,0.145,0.424
Sao Paulo Sunset,Saib,59,8/3/19,0.693,0.918,0.323,0.392
Venice,Gyvus,62,23/6/18,0.881,0.561,0.333,0.148
Rio Roadtrippin',Ozoyo,50,27/12/19,0.721,0.769,0.134,0.166
Nacada Drive,Testiculo y Uno,48,8/1/20,0.683,0.839,0.0526,0.951
Fave Thing,Funky Notes,56,1/11/19,0.52,0.403,0.212,0.139
Raw Quartet,Cookin Soul,59,18/12/19,0.661,0.47,0.163,0.192
Vaca,Wun Two,56,30/12/19,0.75,0.338,0.119,0.146
Fantasia,El Jazzy Chavo,41,3/1/20,0.665,0.502,0.0138,0.158
Think for Yourself,Moonspatz,44,10/1/20,0.685,0.807,0.354,0.137
Forward Backward,Max Keeble,40,10/12/19,0.717,0.472,0.787,0.29
rhythmuss sein,Knowsum,49,25/12/19,0.728,0.415,0.951,0.103
Ready to Diet,Kevoe West,52,6/12/19,0.602,0.437,2.22E-06,0.351
Whales,Cap Kendricks,54,20/12/19,0.449,0.325,0.808,0.518
Belém,DAO,61,6/9/19,0.77,0.67,0.139,0.101
grass,MF Eistee,53,20/12/19,0.804,0.372,0.495,0.0944
December - Chillaxed,The Breed,49,20/12/19,0.702,0.439,0.0123,0.0702
Friendly Candy,Burrito Brown,54,6/10/19,0.565,0.673,0.481,0.103
Homesick,Kazam,53,18/12/19,0.402,0.366,0.828,0.34
Atrebor,Flughand,57,20/11/19,0.798,0.503,0.587,0.114
On My Mind,Juan Rios,49,11/11/19,0.541,0.277,0.869,0.722
meditate minds,digitalluc,57,20/12/19,0.56,0.364,0.377,0.0869
Ensnared,Melodiesinfonie,57,20/12/19,0.547,0.376,0.813,0.155
Devoted Passion,Figub Brazlevic,53,20/12/19,0.683,0.754,0.43,0.0932
Sofa Stories,Moods,57,16/12/19,0.554,0.418,0.475,0.11
What Might Have Been,Robot Orchestra,52,16/12/19,0.526,0.505,0.729,0.106
Focus,Phlocalyst,56,20/12/19,0.502,0.15,0.72,0.109
Verdi,Wun Two,52,13/12/19,0.914,0.465,0.0828,0.0988
Ballads for Backgrounds,Konteks,52,20/12/19,0.764,0.38,0.753,0.119
Aspen,Nokiaa,56,20/12/19,0.828,0.412,0.0844,0.126
Leaving,High John,52,20/12/19,0.432,0.293,0.885,0.107
Flashlight,Made in M,56,15/12/19,0.728,0.115,0.827,0.0875
For Sale,Mr. Collage,51,12/12/19,0.769,0.658,0.201,0.086
The Jam,Tru Comers,51,11/12/19,0.69,0.427,0.0868,0.116
Waking Dreams,damaa.beats,52,6/12/19,0.716,0.236,0.741,0.145
cherry,Tom Doolie,52,9/12/19,0.59,0.427,0.476,0.352
taiyō,lōland,52,13/12/19,0.468,0.519,0.81,0.279
Méditerranée,Figub Brazlevic,54,22/11/19,0.659,0.486,0.134,0.154
cielo,n o r m a l,17,9/4/19,0.613,0.317,0.747,0.133
Nobodys Daddy Part 2,Nobodys Face,50,22/11/19,0.795,0.414,0.813,0.373
City Stroll,Otis Ubaka,51,3/12/19,0.755,0.453,0.41,0.206
Motel Hours,Kid Tarô,51,6/12/19,0.66,0.317,0.651,0.118
Perspective,Oatmello,57,11/12/19,0.573,0.512,0.29,0.102
Quiet Mornings,Mr. Käfer,58,11/11/19,0.527,0.161,0.845,0.0973
linus,lōland,53,15/11/19,0.752,0.461,0.311,0.116
Swordfighter,Andrew Applepie,53,11/10/19,0.565,0.427,0.745,0.0989
City Samba,Konteks,60,14/12/18,0.409,0.412,0.285,0.127
In My Head,DAO,61,15/11/19,0.826,0.409,0.766,0.101
Japanese Garden,Katashi Kaitō,52,21/11/19,0.549,0.328,0.563,0.127
Vibin' Out,Ruck P,56,15/4/19,0.652,0.42,0.0243,0.0953
4:20 PM,Bluedoom,63,30/8/18,0.771,0.322,0.947,0.293
sunset cruise,Slowheal,54,17/4/19,0.646,0.538,0.817,0.0811
Moonlight Bossa,Jazzinuf,53,9/10/19,0.532,0.942,0.166,0.218
Night Train,Koralle,53,4/9/19,0.647,0.435,0.0884,0.233
take me there,potsu,12,17/7/18,0.692,0.448,0.772,0.347
autumn daze,charlie toØ human,52,8/10/19,0.833,0.336,0.827,0.125
High as Fuck,Thelonious Coltrane,52,30/7/19,0.72,0.332,0.19,0.113
tilda,keko.the.dog,50,6/12/19,0.675,0.472,0.656,0.0838
Hokusai,Cap Kendricks,50,13/12/19,0.64,0.553,0.0616,0.115
Smoke One,Marcos Caixa,50,13/12/19,0.64,0.427,0.0862,0.219
Waterfloat,Green Assassin Dollar,50,12/12/19,0.78,0.214,0.818,0.126
Cordite In The Air,mädmäx,54,13/12/19,0.682,0.147,0.283,0.133
Fire to Hire,Mr Mantega,49,13/12/19,0.715,0.489,0.619,0.153
reconsider,Jost Esser,49,13/12/19,0.746,0.197,0.792,0.0893
Ji-Eun's Sunset,City Girl,61,2/7/18,0.931,0.517,0.0923,0.114
Grounds,DLJ,57,26/11/19,0.471,0.342,0.822,0.224
Stranger,Phlocalyst,52,15/11/19,0.526,0.136,0.112,0.111
Sunflower,Edward Sizzerhand,50,29/11/19,0.874,0.402,0.0954,0.124
Clouds,SamuW,50,29/11/19,0.754,0.299,0.579,0.0475
vybes,Loop Schrauber,42,13/11/19,0.775,0.0674,0.478,0.113
It's Ok,Pandrezz,63,20/3/19,0.702,0.277,0.835,0.121
Kopi Luwak,Shuko,50,29/11/19,0.644,0.388,0.413,0.0899
repeat,Loop Schrauber,50,27/11/19,0.804,0.224,0.788,0.103
Treflip FS Blunt,Figub Brazlevic,50,22/11/19,0.663,0.665,0.0412,0.0975
Chrome,7apes,50,20/11/19,0.726,0.334,0.61,0.364
Hydro,Cap Kendricks,50,29/11/19,0.8,0.434,0.156,0.544
It Felt Wrong,Jr. Wellness,50,29/11/19,0.782,0.44,0.797,0.401
Takeoff,High John,50,29/11/19,0.492,0.314,0.947,0.208
Neighbors,Don Philippe,50,24/11/19,0.747,0.0986,0.321,0.104
Smile Again,Green Assassin Dollar,50,29/11/19,0.753,0.443,0.948,0.313
Cheeky Steve,Mr Mantega,51,25/10/19,0.793,0.653,0.396,0.0881
By,HNNY,58,13/9/19,0.679,0.427,0.621,0.102
Soulstice,Freddie Joachim,52,11/10/19,0.743,0.452,0.487,0.111
I need to paint my walls,A L E X,61,12/12/18,0.779,0.288,0.816,0.108
Air Conditioning,Guustavv,52,13/9/19,0.638,0.231,0.984,0.0925
Desolate Blur,Jobii,53,12/7/19,0.267,0.321,0.883,0.0871
bouquet of balloons,biosphere,54,3/6/18,0.729,0.337,0.441,0.122
Surf,Osoku,51,13/9/19,0.732,0.321,0.934,0.111
Nothing changes: everything is different,H.1,11,1/1/19,0.573,0.177,0.922,0.108
faceless woman,less.people,52,16/7/18,0.517,0.3,0.693,0.0664
Fresh Air,goosetaf,51,10/5/19,0.337,0.19,0.929,0.193
Last Light in August,Chaxti,55,11/10/19,0.365,0.457,0.202,0.158
chilling by your bedside.,beeno,11,31/12/19,0.588,0.166,0.887,0.111
Laze,Flovry,55,20/3/19,0.5,0.16,0.968,0.31
colors,mr_slace,56,12/9/19,0.525,0.176,0.921,0.0743
spaced out,Cozy Collective,50,25/2/19,0.546,0.191,0.916,0.091
OPalite,"Sarah, the Illstrumentalist",49,13/9/19,0.66,0.434,0.833,0.386
free (at ease),fantompower,13,20/2/19,0.533,0.246,0.907,0.112
Peninsula,Flughand,58,8/9/17,0.496,0.101,0.65,0.105
Horologist,Osoku,50,8/11/19,0.661,0.375,0.923,0.104
Sleep Deep,Omaure,51,2/5/19,0.533,0.37,0.8,0.103
Depiction,Wenzel,57,28/1/19,0.595,0.285,0.973,0.146
Alignment,Guustavv,33,22/11/19,0.211,0.262,0.932,0.207
Pero Asi,Made in M,59,31/7/17,0.812,0.225,0.687,0.078
warm,Ameba,50,27/2/19,0.417,0.645,0.931,0.103
Spanish Galleon,Wun Two,11,10/7/19,0.708,0.372,0.903,0.115
Waking Up to Sleep,Zeus the Elevated,11,31/1/19,0.734,0.221,0.69,0.11
Opium,Syndrome,50,10/8/18,0.72,0.169,0.854,0.118
Princess,soder.,49,21/11/18,0.729,0.266,0.947,0.131
Morning Dew,fantompower,52,20/3/19,0.462,0.287,0.939,0.0801
Morio,Smoke Trees,49,13/11/18,0.629,0.277,0.628,0.0851
Interstellar,Arbour,65,14/1/19,0.621,0.157,0.525,0.11
Flunked This Semester,HM Surf,62,3/4/18,0.557,0.246,0.486,0.111
Fragile Stevie,Jobii,56,26/4/19,0.662,0.28,0.696,0.0955
NGC 6236,Toonorth,53,27/7/18,0.484,0.254,0.658,0.121
Caffè,Tears,48,8/3/19,0.602,0.228,0.677,0.331
Evenings,Idealism,57,28/1/18,0.644,0.179,0.731,0.0993
Reach,chief.,52,7/5/18,0.505,0.0671,0.938,0.131
smize,Meiji,48,22/2/19,0.635,0.304,0.961,0.103
Waiting for You,mell-ø,62,1/2/19,0.74,0.133,0.828,0.131
savacu,Wun Two,50,17/7/16,0.636,0.148,0.247,0.111
Mosaic - Skit,Psalm Trees,49,23/3/18,0.772,0.0383,0.685,0.112
Echoes,Dontcry,58,4/10/18,0.667,0.242,0.497,0.11
Bak Pak,Lunchmoney,49,3/7/18,0.711,0.387,0.937,0.116
Cocktails,Syndrome,57,10/8/18,0.72,0.192,0.927,0.082
Beginnings,Knowmadic,50,2/1/18,0.612,0.183,0.788,0.108
Lavender,Casiio,49,18/1/19,0.489,0.349,0.855,0.126
Summertime,Musqitone,56,26/4/19,0.775,0.396,0.381,0.113
Not the Same,twuan,48,28/8/18,0.76,0.19,0.963,0.112
bedroom,Smeyeul.,5,11/5/18,0.77,0.0161,0.905,0.113
Blue and Green,Harris Cole,32,29/5/18,0.638,0.0389,0.897,0.0731
With Tim,Guustavv,53,16/8/19,0.373,0.251,0.97,0.147
Circles,Snaer.,55,20/8/18,0.492,0.336,0.793,0.104
Analog,leaf beach,50,1/5/18,0.746,0.371,0.432,0.0954
Lakshmana,Made in M,51,4/11/16,0.648,0.217,0.853,0.107
97,Bertholet,48,2/7/18,0.645,0.165,0.223,0.164
balcony view,Leavv,56,31/12/17,0.676,0.202,0.944,0.104
Red Tide,xJK.,47,24/8/18,0.755,0.338,0.792,0.12
Show and Prove,Es-K,4,9/9/18,0.729,0.32,0.157,0.111
Faintly,Shrimpnose,47,6/9/18,0.756,0.291,0.866,0.116
Cause,Vhsceral,48,20/8/18,0.679,0.45,0.748,0.101
Flava,Manny,47,15/8/18,0.416,0.423,0.97,0.206
Syrup,Dweeb,6,29/6/18,0.679,0.172,0.754,0.107
Panacea.,Misc.Inc,53,20/4/18,0.618,0.211,0.876,0.0887
RideOut,enjo,49,4/8/17,0.78,0.327,0.915,0.112
Recollections,jrd.,47,2/6/18,0.799,0.0375,0.891,0.102
Wasted Years,Arvo to me,48,8/5/18,0.809,0.287,0.476,0.119
viaduct creek,Delayde,49,16/7/18,0.738,0.207,0.537,0.112
Silence,Philanthrope,55,21/6/18,0.651,0.183,0.838,0.0891
Snitchfoot,Karavelo,48,15/8/18,0.644,0.318,0.786,0.128
Floating,wuf,48,4/11/15,0.694,0.124,0.594,0.111
Aqua skies,leaf beach,4,18/12/17,0.562,0.377,0.818,0.116
blxt,asbeluxt,47,14/7/17,0.555,0.246,0.793,0.117
Winter Walks,Lungfulls,47,8/5/18,0.564,0.265,0.883,0.121
Fuse,Brenky,53,16/3/18,0.667,0.209,0.922,0.124
Bridges,.Sinh,49,26/11/17,0.644,0.258,0.589,0.0807
Out West,Sumwun,47,12/3/18,0.717,0.103,0.587,0.111
Merci,jrd.,54,5/8/18,0.796,0.105,0.248,0.108
Green Tea,chief.,49,6/7/18,0.582,0.223,0.766,0.0658
whereucomefrom.,oofoe,49,26/3/17,0.872,0.207,0.808,0.114
Noairleft,Lostiu.,47,13/12/17,0.604,0.291,0.798,0.144
Loss,Chris Keys,47,20/7/18,0.527,0.187,0.893,0.1
Rest Easy,Cozy Collective,47,25/7/18,0.42,0.0881,0.844,0.151
Crises,organic_kid,47,11/7/18,0.589,0.194,0.972,0.0841
night time,Chill Children,46,28/7/18,0.723,0.111,0.902,0.104
sunday,Smeyeul.,47,1/7/18,0.683,0.103,0.9,0.076
4 [bump],[bsd.u],50,11/7/18,0.826,0.391,0.969,0.114
Village,Wun Two,47,27/5/18,0.816,0.216,0.456,0.151
The Road,Flynn,47,17/7/18,0.497,0.345,0.962,0.108
aural sex,less.people,47,16/7/18,0.596,0.149,0.955,0.0868
Cereal Keef,7apes,4,22/5/18,0.897,0.386,0.3,0.101
1412,Afluen,47,6/7/18,0.914,0.245,0.303,0.107
Reminisce,Howiewonder,47,10/7/18,0.393,0.266,0.606,0.11
lay up,Bonnaz,46,30/5/18,0.728,0.318,0.182,0.115
our little pond,mommy,47,3/7/18,0.665,0.0924,0.752,0.113
Morning Mist Resort,Saito,54,30/1/18,0.701,0.289,0.609,0.109
Leavin',Brenky,46,8/6/18,0.422,0.394,0.9,0.104
Cmnd,Dust Collectors,47,21/6/18,0.684,0.361,0.878,0.108
sorry,chief.,9,9/12/17,0.548,0.302,0.752,0.314
Hands Free,Saiko,53,13/4/18,0.741,0.0753,0.243,0.105
yellow chords,jhfly,54,23/3/18,0.561,0.0644,0.197,0.0932
Pillars of Creation,BluntOne,47,1/3/18,0.807,0.265,0.0402,0.0866
Revell,Smoke Trees,52,3/11/17,0.727,0.0874,0.934,0.101
Mohabbat,Kaam Bhaari,53,5/10/19,0.696,0.759,0.0862,0.141
Chal Bombay,DIVINE,67,9/10/19,0.862,0.619,0.0434,0.117
Dooriyan,Dino James,61,6/12/19,0.613,0.48,0.563,0.104
Lean On (with Emiway Bantai),Celina Sharma,55,27/9/19,0.662,0.716,0.0107,0.149
Maya,Prabh Deep,49,13/5/19,0.852,0.625,0.39,0.109
Lit Lit,Rahul Dit-O,43,30/10/19,0.805,0.916,0.228,0.106
Kohinoor,DIVINE,58,13/9/19,0.634,0.884,0.0994,0.266
Wallah,DIVINE,57,9/10/19,0.663,0.69,0.42,0.11
UP-14,Raga,47,3/5/19,0.656,0.562,0.322,0.2
Nas Interlude (Skit),DIVINE,47,9/10/19,0.551,0.697,0.231,0.253
Naachne Ka Shaunq,Raftaar,55,12/2/19,0.789,0.726,0.216,0.343
Chhote Sunn,Loka,46,11/11/18,0.782,0.893,0.0605,0.216
Gandhi Money,DIVINE,58,9/10/19,0.807,0.674,0.0174,0.061
"Tamizhi - From ""Tamizhi""",Hiphop Tamizha,46,20/9/19,0.521,0.9,0.0187,0.164
Khat,Prabh Deep,44,18/7/19,0.787,0.656,0.357,0.369
Rap Ka Mausam,Raga,46,25/1/19,0.865,0.875,0.386,0.222
Safar,Sikander Kahlon,39,21/7/19,0.751,0.598,0.481,0.077
Haan Bhai,Fotty Seven,44,12/7/19,0.74,0.721,0.762,0.0922
K.O.,Prabh Deep,40,13/2/19,0.483,0.801,0.323,0.179
Karmasutra,Karma,42,1/3/19,0.913,0.763,0.142,0.115
Amar,Prabh Deep,46,19/6/19,0.772,0.664,0.639,0.11
Nenjinile Rebirth,Chris G.,47,5/11/18,0.706,0.913,0.115,0.256
Zeher,Kaam Bhaari,44,29/3/19,0.682,0.851,0.214,0.363
Asli Hip Hop,Ranveer Singh,54,24/1/19,0.667,0.641,0.572,0.311
Wargi Na,Sikander Kahlon,35,6/5/19,0.754,0.721,0.418,0.155
"Class-Sikh Maut, Vol. II",Prabh Deep,45,27/4/18,0.855,0.68,0.0601,0.0417
Vengamavan,Hiphop Tamizha,48,3/4/19,0.559,0.986,0.141,0.128
Mere Gully Mein (feat. Naezy),DIVINE,51,16/4/15,0.744,0.813,5.14E-04,0.0685
Emiway-Samajh Mein Aaya Kya?,Emiway Bantai,54,10/10/18,0.784,0.45,0.474,0.193
Sauce,Sez on the Beat,27,13/12/18,0.731,0.654,0.296,0.51
Apna Time Aayega,Ranveer Singh,64,24/1/19,0.766,0.618,0.0187,0.181
Semma Weightu,Harihara Sudhan,35,9/5/18,0.813,0.638,0.0492,0.248
City Slums,Raja Kumari,51,4/10/17,0.777,0.796,0.00387,0.0852
Aise Na Dekh Mujhe,Badshah,37,17/8/18,0.831,0.773,0.0826,0.146
Pakki Gal,Pam Sengh,35,2/11/18,0.69,0.651,0.245,0.19
Kaam 25 - Sacred Games,DIVINE,61,22/6/18,0.484,0.948,0.0473,0.0565
Shaktimaan,Seedhe Maut,43,28/12/18,0.818,0.439,0.0561,0.136
My City,M.C. Azad,32,7/1/18,0.687,0.7,0.288,0.134
Kitn King in the North (feat. Byg Byrd),Sikander Kahlon,32,2/2/18,0.765,0.91,0.0566,0.131
Kadak Ban,Emiway Bantai,51,27/7/18,0.675,0.689,0.00898,0.154
Sach Too Much hai,Muhfaad,37,2/12/16,0.548,0.534,0.0898,0.138
My Whole Life,Rob C,30,15/7/17,0.639,0.842,0.433,0.103
Rabb Rakha,BIR,31,7/12/18,0.885,0.58,0.719,0.12
Surviva (feat. Yogi B & Mali),Anirudh Ravichander,44,7/8/17,0.608,0.919,0.137,0.243
Azaad Hu Mai,Naezy,13,24/2/17,0.734,0.714,0.2,0.318
Farak,DIVINE,54,17/2/17,0.712,0.692,0.153,0.205
Rockin' with the Best,KRU172,31,25/8/18,0.885,0.787,0.045,0.151
Sherni,Prabh Deep,27,13/9/18,0.815,0.741,0.0393,0.0962
Veera Thurandhara,Gana Bala,33,13/6/16,0.779,0.492,0.171,0.0979
Asal Hustle,Naezy,44,31/8/16,0.618,0.972,0.0394,0.394
Swag on 100 (feat. Sady Immortal),Sikander Kahlon,30,25/1/18,0.805,0.766,0.13,0.336
Out of Control,Haji Springer,31,10/1/19,0.763,0.803,0.0305,0.105
Mili Raahat,Raga,31,2/3/17,0.72,0.707,0.394,0.783
Roots (feat. Raja Kumari),DIVINE,44,27/7/18,0.94,0.577,0.00137,0.0965
Squad Mera,Splash,30,20/4/18,0.715,0.61,0.0245,0.36
Fake Yeezys,KKG,31,26/5/18,0.818,0.807,0.0208,0.25
Aane De,Naezy,45,4/11/17,0.687,0.932,0.308,0.18
Suede Gully,Puma,38,4/12/17,0.797,0.736,0.0196,0.0858
Shut Up,KKG,28,30/8/18,0.74,0.728,0.129,0.191
Jungli Sher,DIVINE,48,18/3/16,0.597,0.748,0.0448,0.626
Anthem for the North East - Extended Version,Feyago,29,15/12/16,0.64,0.492,0.0745,0.124
Aji Mera Ghanta,Muhfaad,35,6/11/16,0.926,0.341,0.202,0.112
Vekhi Ja,Prabh Deep,33,27/12/18,0.811,0.676,0.0226,0.0668
Denzel (feat. Andy Grewal),Sikander Kahlon,29,2/2/18,0.708,0.583,0.27,0.337
With U,SwuM,64,21/2/19,0.414,0.309,0.863,0.0923
sekao,Delayde,63,27/5/18,0.616,0.375,0.905,0.332
Aconcagua,Slumberville,59,30/8/19,0.82,0.17,0.416,0.0986
thinking of you,mommy,64,21/11/18,0.797,0.0832,0.484,0.239
Crossroads,Hanz,59,12/12/18,0.44,0.291,0.812,0.898
"memories of her, last winter",Rook1e,53,31/12/19,0.669,0.245,0.813,0.0835
_away,MARTIN $KY,10,16/3/19,0.634,0.424,0.942,0.133
Now That You're Gone,Kavv,61,20/12/18,0.819,0.289,0.935,0.101
Murmuration,Blue Wednesday,61,20/3/19,0.686,0.373,0.532,0.075
Unfaithful,H E R B,60,11/11/17,0.777,0.213,0.562,0.185
Tokyo,Drevm,52,31/12/19,0.715,0.349,0.732,0.0725
Away with the Fairies,Philanthrope,62,10/12/18,0.886,0.232,0.247,0.114
Careless,Coastal,57,16/11/19,0.618,0.243,0.953,0.0736
distance,Nohidea,57,6/9/19,0.563,0.206,0.753,0.0841
Unthinkable,Idealism,57,18/12/19,0.545,0.227,0.972,0.105
The Finish Line,Middle School,59,1/7/19,0.516,0.248,0.773,0.0987
Lost in Flight,SwuM,55,6/12/19,0.685,0.295,0.909,0.179
Light Beams,Guustavv,58,22/2/19,0.644,0.548,0.0926,0.0708
Sometimes,MARTIN $KY,55,23/1/19,0.499,0.223,0.813,0.143
Espoir,Philanthrope,57,28/10/19,0.777,0.101,0.604,0.0881
Testing Tubes,Praizee,61,12/2/19,0.82,0.139,0.637,0.101
Float,SPEECHLESS,57,22/11/19,0.661,0.416,0.97,0.0856
Flor Passionis,Styn,54,3/7/19,0.652,0.197,0.799,0.108
"selfish, Pt. 1",frumhere,59,19/7/19,0.416,0.422,0.829,0.109
Tiny Sailboat,Kupla,63,2/9/19,0.607,0.322,0.397,0.643
Fireworks,Nymano,61,17/10/18,0.559,0.31,0.526,0.147
Pizza,Statistix,61,24/10/18,0.842,0.29,0.228,0.114
Multidimensional,"Sarah, the Illstrumentalist",57,31/5/19,0.835,0.453,0.186,0.139
we'll stay inside when it rains,Rook1e,57,20/11/19,0.7,0.134,0.592,0.107
Céleste,Psalm Trees,59,21/10/19,0.639,0.308,0.863,0.0648
Back to Life,Sofasound,57,24/6/19,0.409,0.34,0.82,0.13
sundown,mt. fujitive,38,3/9/19,0.653,0.167,0.958,0.0986
orange crunch,mommy,56,23/4/19,0.722,0.234,0.801,0.0955
You Don't Know,Psalm Trees,58,30/8/19,0.834,0.289,0.673,0.143
Afloat,Kupla,62,25/2/19,0.374,0.237,0.957,0.088
Rxbury 02119,Jorge Milliano,60,13/9/19,0.506,0.353,0.276,0.695
Moodswing,Deauxnuts,58,4/5/19,0.689,0.33,0.232,0.123
Hotel,Dylan Sitts,58,1/3/19,0.639,0.359,0.0839,0.116
Kyona,Two Sleepy,43,7/1/20,0.542,0.366,0.602,0.196
Sunflower Serenade,Minthaze,55,10/5/19,0.735,0.124,0.956,0.145
SaDa,furino,54,1/11/19,0.625,0.456,0.936,0.105
Sunset,Hyperparadise,7,27/3/19,0.669,0.2,0.934,0.138
Quiet Nights,Epektase,56,22/11/19,0.734,0.144,0.649,0.105
infinity,Oatmello,56,21/6/19,0.738,0.45,0.429,0.108
Law,Sleepdealer,54,26/11/19,0.606,0.554,0.863,0.0943
Lesson on Counting,"quickly, quickly",58,2/7/19,0.649,0.873,0.375,0.154
Coastal Walks,.Sinh,55,5/7/19,0.579,0.13,0.447,0.09
pheuratix,mr_slace,56,20/4/19,0.286,0.194,0.429,0.334
Endless Ether,fantompower,55,25/11/19,0.689,0.377,0.845,0.112
Soul Mates,Jazzinuf,52,1/1/20,0.517,0.509,0.407,0.251
Rose Garden,Kupla,58,25/2/19,0.669,0.537,0.253,0.158
Lvndr,Lilac,56,26/4/19,0.599,0.336,0.74,0.168
Cloudy,HM Surf,57,13/10/18,0.647,0.0668,0.865,0.0983
busking,_tag,62,12/2/19,0.622,0.0701,0.495,0.102
us,Miscél,7,15/12/18,0.638,0.373,0.29,0.238
Nova,[ocean jams],60,31/5/19,0.82,0.535,0.197,0.11
Lullabyes,Aviscerall,58,14/8/19,0.674,0.648,0.88,0.0985
Sex for Breakfast II,Lo'fi Boy,59,22/11/19,0.784,0.346,0.226,0.0869
Click,Dontcry,59,28/10/19,0.444,0.316,0.495,0.132
Don't Mind Me,Fallen Roses,55,3/1/20,0.736,0.292,0.765,0.428
Decisions,NAGASHI,62,18/10/18,0.444,0.26,0.846,0.375
i wish it would never stop snowing,Sleepy Fish,61,20/3/19,0.804,0.164,0.0365,0.0927
better things,Ymori,13,19/11/18,0.654,0.483,0.978,0.29
Take Me Back,WYS,60,29/12/19,0.669,0.436,0.509,0.104
Yokohama,Nathan Kawanishi,56,6/9/19,0.693,0.498,0.881,0.229
Far Away,Leavv,59,17/4/19,0.786,0.399,0.284,0.0676
Nepenthe,goosetaf,52,27/12/19,0.686,0.446,0.879,0.14
Faces,Knowmadic,64,7/1/19,0.615,0.424,0.968,0.106
Levitating,invention_,60,20/3/19,0.406,0.294,0.612,0.429
Life,Slumberville,55,22/11/19,0.614,0.115,0.943,0.111
Amorita,Mujo,50,19/12/19,0.546,0.0526,0.632,0.111
CHASE,twuan,58,7/5/19,0.808,0.241,0.102,0.109
Wumbo,Harris Cole,57,6/9/19,0.688,0.304,0.282,0.0733
Paperplanes,DAO,56,5/7/19,0.706,0.408,0.859,0.106
Better Together,Koosen,56,10/1/20,0.63,0.312,0.964,0.119
Pyrite,"Sarah, the Illstrumentalist",52,8/11/19,0.63,0.141,0.898,0.111
Golden Hours,Justnormal,60,18/10/19,0.53,0.175,0.926,0.103
